Molecule,TanimotoA,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 95,0.170447181,C=CCNC(=O)c1ccncc1F,C9H9FN2O,180.18,13,6,0.11,4,3,1,46.33,41.99,1.48,0.87,1.56,0.91,1.96,1.35,-1.58,4.71E+00,2.61E-02,Very soluble,-1.34,8.32E+00,4.62E-02,Very soluble,-3.15,1.26E-01,7.01E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.78,0,0,0,0,1,0.55,0,1,1,1.74
Molecule 96,0.278223319,Cn1cnc2c1ncnc2NCC=C,C9H11N5,189.22,14,9,0.22,3,3,1,55.03,55.63,2.04,1.28,0.77,0.07,0.7,0.97,-2.1,1.51E+00,7.99E-03,Soluble,-2.05,1.70E+00,8.96E-03,Soluble,-2.63,4.41E-01,2.33E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-6.55,0,0,0,0,1,0.55,0,1,1,2.26
Molecule 97,0.111404087,Cc1nnc(s1)NCC=C,C6H9N3S,155.22,10,5,0.33,3,2,1,43.32,66.05,1.94,1.73,1.25,0.42,2.28,1.52,-2.06,1.34E+00,8.62E-03,Soluble,-2.73,2.87E-01,1.85E-03,Soluble,-2.2,9.86E-01,6.35E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.02,0,2,0,0,1,0.55,0,1,1,2.95
Molecule 98,0.316084788,C=CCNc1cc(C)nc2n1ncn2,C9H11N5,189.22,14,9,0.22,3,3,1,54.19,55.11,1.98,1.46,0.84,0.88,0.66,1.17,-2.21,1.16E+00,6.16E-03,Soluble,-2.22,1.13E+00,5.98E-03,Soluble,-2.63,4.41E-01,2.33E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-6.42,0,0,0,0,1,0.55,0,1,1,2.33
Molecule 99,0.244925575,Cc1c(NCC=C)ncnc1C,C9H13N3,163.22,12,6,0.33,3,2,1,50.41,37.81,2.25,1.93,1.5,0.57,2.07,1.67,-2.24,9.40E-01,5.76E-03,Soluble,-2.35,7.32E-01,4.49E-03,Soluble,-3.32,7.81E-02,4.79E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-5.93,0,0,0,0,1,0.55,0,1,1,1.99
Molecule 100,0.27875,C=CCNc1ncnc2c1scc2,C9H9N3S,191.25,13,9,0.11,3,2,1,55.86,66.05,2.38,1.79,2.1,1.35,2.91,2.1,-2.47,6.51E-01,3.41E-03,Soluble,-2.8,3.06E-01,1.60E-03,Soluble,-3.5,6.01E-02,3.14E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.2,0,0,0,0,1,0.55,0,1,1,2.48
Molecule 101,0.221736415,C=CCNc1nc2c(s1)ccnc2,C9H9N3S,191.25,13,9,0.11,3,2,1,55.86,66.05,2.15,2.27,2.1,0.94,2.91,2.07,-2.77,3.25E-01,1.70E-03,Soluble,-3.29,9.72E-02,5.08E-04,Soluble,-3.5,6.01E-02,3.14E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-5.85,0,0,0,0,1,0.55,0,1,1,2.57
Molecule 102,0.130091984,C=CCNC(=O)Nc1cccs1,C8H10N2OS,182.24,12,5,0.12,5,1,2,50.96,69.37,1.61,1.57,1.86,1.02,1.91,1.6,-1.94,2.11E+00,1.16E-02,Very soluble,-2.64,4.20E-01,2.31E-03,Soluble,-2.57,4.92E-01,2.70E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-6.3,0,0,0,0,1,0.55,0,1,1,2.44
Molecule 103,0.095908786,C=CCNC(=O)NC1CCCCCC1,C11H20N2O,196.29,14,0,0.73,5,1,2,58.6,41.13,2.39,2.36,2.19,1.9,1.66,2.1,-2.21,1.20E+00,6.11E-03,Soluble,-2.86,2.69E-01,1.37E-03,Soluble,-2.5,6.16E-01,3.14E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.82,0,0,0,0,1,0.55,0,1,1,2.2
Molecule 104,0.109724047,C=CCNC(=O)N1CCNC1=O,C7H11N3O2,169.18,12,0,0.43,4,2,2,50.68,61.44,0.92,0.13,-0.85,0.09,-0.37,-0.02,-0.71,3.32E+01,1.96E-01,Very soluble,-0.98,1.79E+01,1.06E-01,Very soluble,-0.83,2.49E+01,1.47E-01,Soluble,High,No,No,Yes,No,No,No,No,-7.24,0,1,0,0,1,0.55,0,1,1,2.45
Molecule 105,0.231362468,N#Cc1cccnc1NCc1ccccn1,C12H10N4,210.23,16,12,0.08,3,3,1,60.54,61.6,1.75,1.9,1.62,0.35,1.98,1.52,-2.7,4.22E-01,2.01E-03,Soluble,-2.82,3.21E-01,1.53E-03,Soluble,-4.72,4.02E-03,1.91E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-6.23,0,0,0,0,0,0.55,0,0,1,2.14
Molecule 106,0.178734508,N#Cc1ccc(nc1)NCc1ccncc1,C12H10N4,210.23,16,12,0.08,3,3,1,60.54,61.6,1.69,1.31,1.62,0.35,1.98,1.39,-2.33,9.93E-01,4.72E-03,Soluble,-2.2,1.31E+00,6.25E-03,Soluble,-4.72,4.02E-03,1.91E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-6.65,0,0,0,0,0,0.55,0,0,1,2.12
Molecule 107,0.270058708,N#Cc1ccnc(c1)N1CCCN(CC1)C.Cl.Cl,C12H18Cl2N4,289.2,18,6,0.5,1,3,0,83.95,43.16,0,2.8,1.94,1.13,1.19,1.41,-3.58,7.65E-02,2.64E-04,Soluble,-3.36,1.25E-01,4.33E-04,Soluble,-2.57,7.86E-01,2.72E-03,Soluble,High,Yes,Yes,No,No,No,No,Yes,-6.08,0,0,0,0,0,0.55,0,0,0,2.47
Molecule 108,0.276085548,N#Cc1cccc(n1)N1CCCN(CC1)C,C12H16N4,216.28,16,6,0.5,1,3,0,70.02,43.16,2.16,1.53,0.33,0.6,1.19,1.16,-2.36,9.52E-01,4.40E-03,Soluble,-2.05,1.95E+00,9.01E-03,Soluble,-2.57,5.88E-01,2.72E-03,Soluble,High,No,No,No,No,No,No,No,-6.53,0,0,0,0,0,0.55,0,0,1,2.38
Molecule 109,0.244429882,N#Cc1ccc(nc1)N1CCN(CC1)C(C)C,C13H18N4,230.31,17,6,0.54,2,3,0,74.83,43.16,2.4,1.64,0.72,0.87,1.48,1.42,-2.43,8.55E-01,3.71E-03,Soluble,-2.16,1.60E+00,6.93E-03,Soluble,-2.72,4.36E-01,1.89E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.54,0,0,0,0,0,0.55,0,0,1,2.45
Molecule 110,0.301236174,N#Cc1ccnc(c1)N1CCN(CC1)C(=O)C1CC1,C14H16N4O,256.3,19,6,0.5,3,3,0,77.72,60.23,2.13,0.75,0.19,0.62,1.31,1,-1.94,2.96E+00,1.16E-02,Very soluble,-1.59,6.52E+00,2.55E-02,Very soluble,-2.44,9.20E-01,3.59E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.33,0,0,0,0,0,0.55,0,0,0,2.21
Molecule 111,0.147157191,C=CCN1CCCC1C(=O)N,C8H14N2O,154.21,11,0,0.62,3,2,1,47.7,46.33,1.61,0.37,-0.26,0.17,0.44,0.47,-0.83,2.27E+01,1.48E-01,Very soluble,-0.91,1.91E+01,1.24E-01,Very soluble,-0.52,4.66E+01,3.02E-01,Soluble,High,No,No,No,No,No,No,No,-6.98,0,1,0,0,1,0.55,0,1,1,2.07
Molecule 112,0.327510917,N#Cc1cccnc1N1C2CCC1CC(=C)C2,C14H15N3,225.29,17,6,0.43,1,2,0,70.23,39.92,2.4,2.41,2.26,1.9,2.39,2.27,-2.95,2.53E-01,1.12E-03,Soluble,-2.89,2.90E-01,1.29E-03,Soluble,-3.32,1.08E-01,4.80E-04,Soluble,High,Yes,No,No,No,No,Yes,No,-5.96,0,0,0,0,0,0.55,0,1,1,3.72
Molecule 113,0.310691824,N#Cc1cccc(n1)N1C2CCC1CC(C2)O,C13H15N3O,229.28,17,6,0.54,1,3,1,67.06,60.15,2.02,1.85,1.06,0.87,1.14,1.39,-2.62,5.47E-01,2.39E-03,Soluble,-2.73,4.23E-01,1.84E-03,Soluble,-2.13,1.71E+00,7.46E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.39,0,0,0,0,0,0.55,0,0,1,3.78
Molecule 114,0.377275581,N#Cc1cc2ccccc2nc1N1CCCN(CC1)C,C16H18N4,266.34,20,10,0.38,1,3,0,87.52,43.16,2.79,2.53,1.49,1.7,2.2,2.14,-3.39,1.09E-01,4.08E-04,Soluble,-3.08,2.20E-01,8.26E-04,Soluble,-4.24,1.55E-02,5.81E-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.13,0,0,0,0,0,0.55,0,0,0,2.53
Molecule 115,0.177042802,O=C1CCC(CN1)C(=O)N1CCC(CC1)(F)F,C11H16F2N2O2,246.25,17,0,0.82,2,4,1,64.83,49.41,1.71,0.23,0.85,0.92,1.65,1.07,-1.38,1.03E+01,4.17E-02,Very soluble,-0.83,3.66E+01,1.49E-01,Very soluble,-2.21,1.54E+00,6.24E-03,Soluble,High,Yes,No,No,No,No,No,No,-7.64,0,0,0,0,0,0.55,0,0,1,2.42
Molecule 116,0.286836935,FCCN1CCN(CC1)c1ncccc1C#N,C12H15FN4,234.27,17,6,0.5,3,4,0,70.07,43.16,2.41,1.18,0.7,0.73,1.57,1.32,-2.1,1.86E+00,7.96E-03,Soluble,-1.68,4.87E+00,2.08E-02,Very soluble,-2.99,2.40E-01,1.03E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.89,0,0,0,0,0,0.55,0,0,1,2.37
Molecule 117,0.0739507,C=CCN1CCS(=O)(=O)CC1,C7H13NO2S,175.25,11,0,0.71,2,3,0,48.95,45.76,1.49,0.06,0.6,0.15,0.7,0.6,-0.83,2.58E+01,1.47E-01,Very soluble,-0.57,4.67E+01,2.66E-01,Very soluble,-1.1,1.40E+01,7.98E-02,Soluble,High,Yes,No,No,No,No,No,No,-7.33,0,0,0,0,1,0.55,0,1,1,2.41
Molecule 118,0.262886598,CC1OC(C)CN(C1)c1nccc(c1)C#N,C12H15N3O,217.27,16,6,0.5,1,3,0,64.29,49.15,2.3,1.52,1.19,0.6,1.49,1.42,-2.36,9.57E-01,4.40E-03,Soluble,-2.16,1.50E+00,6.91E-03,Soluble,-2.62,5.24E-01,2.41E-03,Soluble,High,Yes,No,No,Yes,No,No,No,-6.55,0,0,0,0,0,0.55,0,0,1,2.91
Molecule 119,0.181168831,C=CCN1CC2C(C1)C(=O)N(C2=O)C,C10H14N2O2,194.23,14,0,0.6,2,3,0,59.5,40.62,1.96,-0.33,-1.04,0.25,0.47,0.26,-0.7,3.84E+01,1.98E-01,Very soluble,-0.06,1.68E+02,8.67E-01,Very soluble,-0.77,3.29E+01,1.69E-01,Soluble,High,No,No,No,No,No,No,No,-7.72,0,1,0,0,1,0.55,0,2,1,2.59
Molecule 120,0.292667509,N#Cc1nccnc1N1Cc2c(C1)cccc2,C13H10N4,222.25,17,12,0.15,1,3,0,66.42,52.81,1.97,1.36,1.18,0.62,2.06,1.44,-2.53,6.54E-01,2.94E-03,Soluble,-2.07,1.89E+00,8.48E-03,Soluble,-4.15,1.57E-02,7.08E-05,Moderately soluble,High,Yes,Yes,Yes,No,No,No,Yes,-6.69,0,0,0,0,0,0.55,0,0,1,2.28
Molecule 121,0.295425667,N#Cc1ccc(nc1)N1CCC(CC1)Cn1cccn1,C15H17N5,267.33,20,11,0.4,3,3,0,79.78,57.74,2.19,1.71,1.69,1.16,1.41,1.63,-2.78,4.40E-01,1.65E-03,Soluble,-2.54,7.74E-01,2.90E-03,Soluble,-3.54,7.69E-02,2.88E-04,Soluble,High,Yes,Yes,No,No,No,No,No,-6.72,0,0,0,0,0,0.55,0,0,0,2.36
Molecule 122,0.279948751,N#Cc1ccnc(c1)N1CCC(C1)C(=O)C,C12H13N3O,215.25,16,6,0.42,2,3,0,63.41,56.99,1.74,0.85,0.99,0.51,1.67,1.15,-1.86,3.00E+00,1.39E-02,Very soluble,-1.63,5.05E+00,2.34E-02,Very soluble,-2.67,4.61E-01,2.14E-03,Soluble,High,Yes,No,No,No,No,No,No,-7.01,0,0,0,0,0,0.55,0,0,1,2.41
Molecule 123,0.395783133,N#Cc1cccnc1N1CCC(C1)(F)C(=O)N(C)C,C13H15FN4O,262.28,19,6,0.46,3,4,0,71.2,60.23,2.27,0.89,1,0.49,1.21,1.17,-2.06,2.27E+00,8.66E-03,Soluble,-1.74,4.78E+00,1.82E-02,Very soluble,-2.89,3.40E-01,1.30E-03,Soluble,High,Yes,No,No,No,No,No,No,-7.27,0,0,0,0,0,0.55,0,0,0,2.9
Molecule 124,0.165023011,N#Cc1ccc(cc1)CN1C2CCC1CC2.Cl,C14H17ClN2,248.75,17,6,0.5,2,2,0,74.51,27.03,0,3.39,2.95,2.45,2.72,2.3,-3.65,5.61E-02,2.25E-04,Soluble,-3.64,5.74E-02,2.31E-04,Soluble,-3.43,9.24E-02,3.72E-04,Soluble,High,Yes,Yes,No,No,No,Yes,No,-5.41,0,0,0,0,0,0.55,0,0,1,3.11
Molecule 125,0.125163827,C=CCn1ncccc1=O,C7H8N2O,136.15,10,6,0.14,2,2,0,38.9,34.89,1.67,0.11,0.43,0.79,1.03,0.8,-1.07,1.17E+01,8.60E-02,Very soluble,-0.4,5.44E+01,4.00E-01,Very soluble,-1.55,3.80E+00,2.79E-02,Soluble,High,Yes,No,No,No,No,No,No,-7.05,0,3,0,0,1,0.55,0,1,1,1.86
Molecule 126,0.174613402,Cc1ccc(=O)n(n1)CC=C,C8H10N2O,150.18,11,6,0.25,2,2,0,43.87,34.89,1.98,0.43,0.74,1.12,1.48,1.15,-1.31,7.29E+00,4.86E-02,Very soluble,-0.73,2.80E+01,1.86E-01,Very soluble,-1.95,1.67E+00,1.11E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.91,0,1,0,0,1,0.55,0,1,1,1.93
Molecule 127,0.233438486,Cc1nn(CC=C)c(=O)cc1C,C9H12N2O,164.2,12,6,0.33,2,2,0,48.83,34.89,2.22,0.8,1.05,1.44,1.95,1.49,-1.6,4.12E+00,2.51E-02,Very soluble,-1.11,1.26E+01,7.69E-02,Very soluble,-2.35,7.33E-01,4.47E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.73,0,0,0,0,1,0.55,0,1,1,2.2
Molecule 128,0.220959596,C=CCn1nc(ccc1=O)C(C)(C)C,C11H16N2O,192.26,14,6,0.45,3,2,0,58.17,34.89,2.61,1.83,1.73,2.03,2.23,2.08,-2.3,9.55E-01,4.97E-03,Soluble,-2.18,1.26E+00,6.56E-03,Soluble,-2.8,3.06E-01,1.59E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.17,0,0,0,0,1,0.55,0,1,1,2.3
Molecule 129,0.237586424,C=CCn1nc(ccc1=O)C1CC1,C10H12N2O,176.22,13,6,0.4,3,2,0,51.36,34.89,2.28,0.88,1.24,1.74,2.06,1.64,-1.63,4.13E+00,2.34E-02,Very soluble,-1.2,1.12E+01,6.35E-02,Very soluble,-2.18,1.16E+00,6.58E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.75,0,0,0,0,1,0.55,0,1,1,2.19
Molecule 130,0.321084337,C=CCCn1nc2CCCc2cc1=O,C11H14N2O,190.24,14,6,0.45,3,2,0,56.33,34.89,2.5,1.22,1.31,2.03,2.57,1.92,-1.91,2.36E+00,1.24E-02,Very soluble,-1.55,5.36E+00,2.82E-02,Very soluble,-2.82,2.87E-01,1.51E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.59,0,0,0,0,1,0.55,0,1,1,2.62
Molecule 131,0.330108827,C=CCn1nc2CCCCc2cc1=O,C11H14N2O,190.24,14,6,0.45,2,2,0,56.33,34.89,2.47,1.3,1.31,2.03,2.48,1.92,-2.02,1.80E+00,9.47E-03,Soluble,-1.63,4.43E+00,2.33E-02,Very soluble,-2.7,3.83E-01,2.01E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.54,0,0,0,0,1,0.55,0,1,1,2.6
Molecule 132,0.333734215,C=CCn1nc2CCOCc2cc1=O,C10H12N2O2,192.21,14,6,0.4,2,3,0,52.61,44.12,2.2,-0.21,0.35,0.89,1.88,1.02,-1.08,1.58E+01,8.23E-02,Very soluble,-0.26,1.06E+02,5.50E-01,Very soluble,-2.16,1.33E+00,6.93E-03,Soluble,High,No,No,No,No,No,No,No,-7.62,0,0,0,0,1,0.55,0,1,1,2.63
Molecule 133,0.150361129,N#Cc1ccc(cc1)CNC1CCCC1F,C13H15FN2,218.27,16,6,0.46,3,3,1,60.9,35.82,2.57,2.33,2.81,2.06,2.91,2.53,-2.74,3.97E-01,1.82E-03,Soluble,-2.72,4.15E-01,1.90E-03,Soluble,-4.15,1.53E-02,7.03E-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.98,0,0,0,0,0,0.55,0,0,1,2.53
Molecule 134,0.156046814,CCOC(=O)CN/C=C(/c1ccccc1)\C#N,C13H14N2O2,230.26,17,6,0.23,6,3,1,64.4,62.12,2.67,2.13,1.7,1.23,1.95,1.94,-2.47,7.72E-01,3.35E-03,Soluble,-3.07,1.98E-01,8.59E-04,Soluble,-3.52,6.99E-02,3.03E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.19,0,0,0,0,0,0.55,0,1,1,2.48
Molecule 135,0.421714286,CC(=O)OCc1cnc(c2c1cc(C(=O)N)c(=O)o2)C,C13H12N2O5,276.24,20,10,0.23,4,6,1,69.2,112.49,1.82,0.57,0.51,-0.04,1.83,0.94,-2.02,2.65E+00,9.60E-03,Soluble,-2.5,8.64E-01,3.13E-03,Soluble,-3.7,5.56E-02,2.01E-04,Soluble,High,No,No,No,No,No,No,No,-7.58,0,0,0,0,0,0.55,0,0,0,3
Molecule 136,0.235621521,N#CCS(=O)(=O)c1ccccc1C(=O)O,C9H7NO4S,225.22,15,6,0.11,3,5,1,51.05,103.61,0.44,0.47,1.76,0.52,0.42,0.72,-1.63,5.27E+00,2.34E-02,Very soluble,-2.21,1.37E+00,6.10E-03,Soluble,-2.19,1.44E+00,6.38E-03,Soluble,High,No,No,No,No,No,No,No,-7.34,0,0,0,0,0,0.56,0,0,1,2.21
Molecule 137,0.067739772,CC(CCNC(=O)C(=O)NCCC(C)C)C,C12H24N2O2,228.33,16,0,0.83,9,2,2,65.8,58.2,3.1,2.63,1.31,1.31,1.88,2.05,-2.32,1.10E+00,4.80E-03,Soluble,-3.5,7.18E-02,3.14E-04,Soluble,-3.15,1.60E-01,7.01E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-5.83,0,0,0,0,0,0.55,0,1,2,1.74
Molecule 138,0.104918033,CSC(=C(S(=O)(=O)C)C#N)SC,C6H9NO2S3,223.34,12,0,0.5,3,3,0,54.38,116.91,1.55,0.9,2.53,0.1,0.49,1.11,-1.59,5.69E+00,2.55E-02,Very soluble,-2.94,2.56E-01,1.15E-03,Soluble,-1.37,9.48E+00,4.25E-02,Soluble,High,No,No,No,No,No,No,No,-7.02,0,0,0,0,0,0.55,0,1,1,3.1
Molecule 139,0.2025,CN(/C=C(/S(=O)(=O)c1ccc(cc1)Cl)\C#N)C,C11H11ClN2O2S,270.74,17,6,0.18,3,3,0,65.95,69.55,2.32,1.98,3.12,1.41,1.18,2,-2.83,4.01E-01,1.48E-03,Soluble,-3.07,2.32E-01,8.58E-04,Soluble,-3.23,1.61E-01,5.94E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.55,0,0,0,0,0,0.55,0,1,0,2.98
Molecule 140,0.268489745,ClCC(=O)Nc1oncc1c1ccc(cc1)C,C12H11ClN2O2,250.68,17,11,0.17,4,3,1,66.01,55.13,1.79,2.49,2.64,1.47,2.93,2.26,-3.18,1.66E-01,6.64E-04,Soluble,-3.29,1.28E-01,5.10E-04,Soluble,-5.17,1.70E-03,6.78E-06,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.06,0,0,0,0,0,0.55,0,1,0,2.69
Molecule 141,0.216321244,N#C/C(=C\N(C)C)/C(=O)Nc1cc(C)cc(c1)C,C14H17N3O,243.3,18,6,0.29,4,2,1,72.09,56.13,2.6,2.67,2.02,1.36,1.85,2.1,-3.01,2.36E-01,9.70E-04,Soluble,-3.5,7.68E-02,3.16E-04,Soluble,-3.47,8.32E-02,3.42E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-5.89,0,0,0,0,0,0.55,0,2,1,2.32
Molecule 142,0.285804416,N#C/C(=C\N(C)C)/C(=O)Nc1cc(C)ccc1OC,C14H17N3O2,259.3,19,6,0.29,5,3,1,73.61,65.36,3.11,2.28,1.72,0.79,1.41,1.86,-2.79,4.23E-01,1.63E-03,Soluble,-3.29,1.33E-01,5.13E-04,Soluble,-3.2,1.62E-01,6.27E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.26,0,0,0,0,0,0.55,0,2,0,2.43
Molecule 143,0.283697047,O=C(N1CCN(CC1)c1nsnc1)/C=C/c1ccco1,C13H14N4O2S,290.34,20,10,0.31,4,4,0,83.05,90.71,2.68,1.28,0.62,-0.21,1.96,1.27,-2.55,8.14E-01,2.80E-03,Soluble,-2.78,4.77E-01,1.64E-03,Soluble,-2.47,9.93E-01,3.42E-03,Soluble,High,No,No,No,No,No,No,No,-7.16,0,0,0,0,0,0.55,0,1,0,3.18
Molecule 144,0.298234552,N#Cc1cccc(c1)C(=O)N1CCN(CC1)c1nsnc1,C14H13N5OS,299.35,21,11,0.29,3,4,0,85.79,101.36,2.14,1.47,0.61,0.28,2.01,1.3,-2.81,4.62E-01,1.54E-03,Soluble,-3.21,1.87E-01,6.23E-04,Soluble,-3.25,1.70E-01,5.69E-04,Soluble,High,No,No,Yes,No,No,No,No,-7.08,0,0,0,0,0,0.55,0,0,0,2.58
Molecule 145,0.26998112,C=CCCC(=O)N1C2CCC1CC(C2)n1cccn1,C15H21N3O,259.35,19,5,0.6,5,2,0,78.67,38.13,2.67,1.85,2.16,1.89,1.56,2.03,-2.48,8.62E-01,3.33E-03,Soluble,-2.27,1.39E+00,5.35E-03,Soluble,-2.2,1.63E+00,6.30E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.57,0,0,0,0,0,0.55,0,1,0,3.91
Molecule 146,0.33374613,O=C(N1C2CCC1CC(C2)n1cccn1)/C=C/c1ccco1,C17H19N3O2,297.35,22,10,0.41,4,3,0,86.61,51.27,2.78,1.99,2.39,1.35,1.5,2,-3.01,2.91E-01,9.78E-04,Soluble,-2.69,6.03E-01,2.03E-03,Soluble,-2.75,5.25E-01,1.77E-03,Soluble,High,Yes,No,Yes,No,No,Yes,No,-6.7,0,0,0,0,0,0.55,0,1,0,4.51
Molecule 147,0.241161616,O=C(N1CC(C1)Cn1cncn1)/C=C/c1ccco1,C13H14N4O2,258.28,19,10,0.31,5,4,0,72.09,64.16,2.13,0.65,0.55,0.33,0.79,0.89,-1.91,3.18E+00,1.23E-02,Very soluble,-1.57,6.90E+00,2.67E-02,Very soluble,-2.15,1.82E+00,7.06E-03,Soluble,High,No,No,No,No,No,No,No,-7.41,0,0,0,0,0,0.55,0,1,0,3.17
Molecule 148,0.257178527,N#Cc1cccc(c1)C(=O)N1CC(C1)Cn1cncn1,C14H13N5O,267.29,20,11,0.29,4,4,0,74.83,74.81,1.77,0.84,0.54,0.83,0.84,0.96,-2.17,1.81E+00,6.77E-03,Soluble,-1.99,2.71E+00,1.01E-02,Very soluble,-2.93,3.13E-01,1.17E-03,Soluble,High,No,No,No,No,No,No,No,-7.33,0,0,0,0,0,0.55,0,0,0,2
Molecule 149,0.21747449,O=C(N1CC(C1)Cn1cncn1)/C=C/c1ccccc1,C15H16N4O,268.31,20,11,0.27,5,3,0,79.83,51.02,2.3,1.55,0.96,1.63,1.39,1.57,-2.56,7.44E-01,2.77E-03,Soluble,-2.23,1.58E+00,5.87E-03,Soluble,-2.94,3.12E-01,1.16E-03,Soluble,High,Yes,No,No,Yes,No,No,No,-6.84,0,0,0,0,0,0.55,0,1,0,2.83
Molecule 150,0.248891704,O=C(N1CC(C1)Cn1cncn1)/C=C/c1cccs1,C13H14N4OS,274.34,19,10,0.31,5,3,0,77.7,79.26,2.37,1.27,1.02,1.15,2.04,1.57,-2.4,1.09E+00,3.98E-03,Soluble,-2.53,8.03E-01,2.93E-03,Soluble,-2.2,1.72E+00,6.28E-03,Soluble,High,No,No,No,Yes,No,No,No,-7.07,0,0,0,0,0,0.55,0,1,0,3.16
Molecule 1,0.387936132,O=C(N1CCCCC1c1ccnn1C)/C=C/c1ccco1,C16H19N3O2,285.34,21,10,0.38,4,3,0,84.07,51.27,2.7,1.63,1.97,1.1,1.94,1.87,-2.72,5.38E-01,1.89E-03,Soluble,-2.32,1.37E+00,4.79E-03,Soluble,-3.06,2.51E-01,8.79E-04,Soluble,High,Yes,No,No,Yes,No,No,No,-6.88,0,0,0,0,0,0.55,0,1,0,3.37
Molecule 2,0.374182035,O=C(N1CCCCC1c1ccnn1C)/C=C/c1ccccc1,C18H21N3O,295.38,22,11,0.33,4,2,0,91.81,38.13,2.7,2.53,2.37,2.38,2.55,2.51,-3.37,1.26E-01,4.25E-04,Soluble,-2.98,3.11E-01,1.05E-03,Soluble,-3.84,4.29E-02,1.45E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-6.31,0,0,0,0,0,0.55,0,1,0,3.2
Molecule 3,0.353976928,N#Cc1cccc(c1)C(=O)N1CCCCC1c1cnn(c1)C,C17H18N4O,294.35,22,11,0.35,3,3,0,86.81,61.92,2.41,1.79,1.95,1.58,1.99,1.95,-2.96,3.19E-01,1.08E-03,Soluble,-2.71,5.75E-01,1.95E-03,Soluble,-3.83,4.30E-02,1.46E-04,Soluble,High,Yes,No,No,Yes,No,No,No,-6.82,0,0,0,0,0,0.55,0,0,0,2.8
Molecule 4,0.317479926,O=C(N1CCCCC1c1cnn(c1)C)/C=C/c1ccccc1,C18H21N3O,295.38,22,11,0.33,4,2,0,91.81,38.13,2.87,2.49,2.37,2.38,2.55,2.53,-3.35,1.33E-01,4.51E-04,Soluble,-2.94,3.42E-01,1.16E-03,Soluble,-3.84,4.29E-02,1.45E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-6.33,0,0,0,0,0,0.55,0,1,0,3.12
Molecule 5,0.296131896,O=C(N1CCCC(C1)c1cnn(c1)C)/C=C/c1ccccc1,C18H21N3O,295.38,22,11,0.33,4,2,0,91.81,38.13,2.98,2.36,2.35,2.38,2.55,2.52,-3.26,1.61E-01,5.44E-04,Soluble,-2.8,4.67E-01,1.58E-03,Soluble,-3.84,4.29E-02,1.45E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-6.43,0,0,0,0,0,0.55,0,1,0,3.12
